CHAMP1_POSITION,CHAMP2_POSITION,YEAR,SEASON,TEAM,CHAMP1_TYPE,CHAMP2_TYPE,VICTORY,DEFEAT,TOTALPLAYED,PERCENTVICTORY,PERCENTDEFEAT
AD_CARRY,SUPPORT,2015,Summer,Red,['Magic_damage'],['Physical_damage'],0,2,2,0.0,1.0
AD_CARRY,SUPPORT,2015,Summer,Red,['Magic_damage'],['Sight'],4,3,7,0.5714285714285714,0.42857142857142855
AD_CARRY,SUPPORT,2015,Summer,Red,['Magic_damage'],['Spell_shield'],6,12,18,0.3333333333333333,0.6666666666666666
AD_CARRY,SUPPORT,2015,Summer,Red,['Magic_damage'],['True_damage'],34,28,62,0.5483870967741935,0.45161290322580644
AD_CARRY,SUPPORT,2015,Summer,Red,['Magic_damage'],['Untargetability'],10,14,24,0.4166666666666667,0.5833333333333334
AD_CARRY,SUPPORT,2015,Summer,Red,"['Physical_damage', 'Debuff']",['Aura'],4,3,7,0.5714285714285714,0.42857142857142855
AD_CARRY,SUPPORT,2015,Summer,Red,"['Physical_damage', 'Debuff']",['Blink'],2,1,3,0.6666666666666666,0.3333333333333333
AD_CARRY,SUPPORT,2015,Summer,Red,"['Physical_damage', 'Debuff']",['Combat_status'],2,2,4,0.5,0.5
AD_CARRY,SUPPORT,2015,Summer,Red,"['Physical_damage', 'Debuff']","['Dash', 'Debuff']",2,1,3,0.6666666666666666,0.3333333333333333
AD_CARRY,SUPPORT,2015,Summer,Red,"['Physical_damage', 'Debuff']","['Dash', 'Sight']",3,5,8,0.375,0.625
AD_CARRY,SUPPORT,2015,Summer,Red,"['Physical_damage', 'Debuff']",['Dash'],14,24,38,0.3684210526315789,0.631578947368421
AD_CARRY,SUPPORT,2015,Summer,Red,"['Physical_damage', 'Debuff']","['Debuff', 'Sight']",7,7,14,0.5,0.5
AD_CARRY,SUPPORT,2015,Summer,Red,"['Physical_damage', 'Debuff']",['Debuff'],9,11,20,0.45,0.55
AD_CARRY,SUPPORT,2015,Summer,Red,"['Physical_damage', 'Debuff']",['Magic_damage'],4,5,9,0.4444444444444444,0.5555555555555556
AD_CARRY,SUPPORT,2015,Summer,Red,"['Physical_damage', 'Debuff']","['Physical_damage', 'True_damage']",7,10,17,0.4117647058823529,0.5882352941176471
AD_CARRY,SUPPORT,2015,Summer,Red,"['Physical_damage', 'Debuff']",['Spell_shield'],0,2,2,0.0,1.0
AD_CARRY,SUPPORT,2015,Summer,Red,"['Physical_damage', 'Debuff']",['True_damage'],6,9,15,0.4,0.6
AD_CARRY,SUPPORT,2015,Summer,Red,"['Physical_damage', 'Debuff']",['Untargetability'],0,1,1,0.0,1.0
AD_CARRY,SUPPORT,2015,Summer,Red,"['Physical_damage', 'Untargetability']",['Aura'],2,0,2,1.0,0.0
AD_CARRY,SUPPORT,2015,Summer,Red,"['Physical_damage', 'Untargetability']","['Combat_status', 'Untargetability']",0,1,1,0.0,1.0
AD_CARRY,SUPPORT,2015,Summer,Red,"['Physical_damage', 'Untargetability']","['Dash', 'Sight']",2,2,4,0.5,0.5
AD_CARRY,SUPPORT,2015,Summer,Red,"['Physical_damage', 'Untargetability']",['Dash'],5,1,6,0.8333333333333334,0.16666666666666666
AD_CARRY,SUPPORT,2015,Summer,Red,"['Physical_damage', 'Untargetability']","['Debuff', 'Sight']",2,1,3,0.6666666666666666,0.3333333333333333
AD_CARRY,SUPPORT,2015,Summer,Red,"['Physical_damage', 'Untargetability']",['Debuff'],1,0,1,1.0,0.0
AD_CARRY,SUPPORT,2015,Summer,Red,"['Physical_damage', 'Untargetability']",['Magic_damage'],2,1,3,0.6666666666666666,0.3333333333333333
AD_CARRY,SUPPORT,2015,Summer,Red,"['Physical_damage', 'Untargetability']","['Physical_damage', 'True_damage']",1,0,1,1.0,0.0
AD_CARRY,SUPPORT,2015,Summer,Red,"['Physical_damage', 'Untargetability']",['Sight'],0,1,1,0.0,1.0
AD_CARRY,SUPPORT,2015,Summer,Red,"['Physical_damage', 'Untargetability']",['Spell_shield'],2,0,2,1.0,0.0
AD_CARRY,SUPPORT,2015,Summer,Red,"['Physical_damage', 'Untargetability']",['True_damage'],3,0,3,1.0,0.0
AD_CARRY,SUPPORT,2015,Summer,Red,['Physical_damage'],['Aura'],15,19,34,0.4411764705882353,0.5588235294117647
AD_CARRY,SUPPORT,2015,Summer,Red,['Physical_damage'],"['Blink', 'Dash']",0,1,1,0.0,1.0
AD_CARRY,SUPPORT,2015,Summer,Red,['Physical_damage'],['Blink'],3,1,4,0.75,0.25
AD_CARRY,SUPPORT,2015,Summer,Red,['Physical_damage'],"['Combat_status', 'Untargetability']",7,1,8,0.875,0.125
AD_CARRY,SUPPORT,2015,Summer,Red,['Physical_damage'],['Combat_status'],18,16,34,0.5294117647058824,0.47058823529411764
AD_CARRY,SUPPORT,2015,Summer,Red,['Physical_damage'],"['Dash', 'Debuff']",3,1,4,0.75,0.25
AD_CARRY,SUPPORT,2015,Summer,Red,['Physical_damage'],"['Dash', 'Sight']",26,29,55,0.4727272727272727,0.5272727272727272
AD_CARRY,SUPPORT,2015,Summer,Red,['Physical_damage'],['Dash'],82,107,189,0.43386243386243384,0.5661375661375662
AD_CARRY,SUPPORT,2015,Summer,Red,['Physical_damage'],"['Debuff', 'Sight']",19,28,47,0.40425531914893614,0.5957446808510638
AD_CARRY,SUPPORT,2015,Summer,Red,['Physical_damage'],['Debuff'],27,43,70,0.38571428571428573,0.6142857142857143
AD_CARRY,SUPPORT,2015,Summer,Red,['Physical_damage'],"['Magic_damage', 'Physical_damage', 'Debuff']",2,1,3,0.6666666666666666,0.3333333333333333
AD_CARRY,SUPPORT,2015,Summer,Red,['Physical_damage'],['Magic_damage'],20,35,55,0.36363636363636365,0.6363636363636364
AD_CARRY,SUPPORT,2015,Summer,Red,['Physical_damage'],"['Physical_damage', 'True_damage']",35,43,78,0.44871794871794873,0.5512820512820513
AD_CARRY,SUPPORT,2015,Summer,Red,['Physical_damage'],['Sight'],10,6,16,0.625,0.375
AD_CARRY,SUPPORT,2015,Summer,Red,['Physical_damage'],['Spell_shield'],4,5,9,0.4444444444444444,0.5555555555555556
AD_CARRY,SUPPORT,2015,Summer,Red,['Physical_damage'],['True_damage'],24,30,54,0.4444444444444444,0.5555555555555556
AD_CARRY,SUPPORT,2015,Summer,Red,['Physical_damage'],['Untargetability'],19,15,34,0.5588235294117647,0.4411764705882353
AD_CARRY,SUPPORT,2015,Summer,Red,['Sight'],['Aura'],14,12,26,0.5384615384615384,0.46153846153846156
AD_CARRY,SUPPORT,2015,Summer,Red,['Sight'],['Blink'],4,6,10,0.4,0.6
AD_CARRY,SUPPORT,2015,Summer,Red,['Sight'],"['Combat_status', 'Untargetability']",2,2,4,0.5,0.5
AD_CARRY,SUPPORT,2015,Summer,Red,['Sight'],['Combat_status'],3,8,11,0.2727272727272727,0.7272727272727273
AD_CARRY,SUPPORT,2015,Summer,Red,['Sight'],"['Dash', 'Debuff']",4,6,10,0.4,0.6
AD_CARRY,SUPPORT,2015,Summer,Red,['Sight'],"['Dash', 'Sight']",36,24,60,0.6,0.4
AD_CARRY,SUPPORT,2015,Summer,Red,['Sight'],['Dash'],71,75,146,0.4863013698630137,0.5136986301369864
AD_CARRY,SUPPORT,2015,Summer,Red,['Sight'],"['Debuff', 'Sight']",34,22,56,0.6071428571428571,0.39285714285714285
AD_CARRY,SUPPORT,2015,Summer,Red,['Sight'],['Debuff'],18,19,37,0.4864864864864865,0.5135135135135135
AD_CARRY,SUPPORT,2015,Summer,Red,['Sight'],"['Magic_damage', 'Physical_damage', 'Debuff']",4,6,10,0.4,0.6
AD_CARRY,SUPPORT,2015,Summer,Red,['Sight'],['Magic_damage'],36,22,58,0.6206896551724138,0.3793103448275862
AD_CARRY,SUPPORT,2015,Summer,Red,['Sight'],"['Physical_damage', 'True_damage']",17,28,45,0.37777777777777777,0.6222222222222222
AD_CARRY,SUPPORT,2015,Summer,Red,['Sight'],['Sight'],8,10,18,0.4444444444444444,0.5555555555555556
AD_CARRY,SUPPORT,2015,Summer,Red,['Sight'],['Spell_shield'],8,10,18,0.4444444444444444,0.5555555555555556
AD_CARRY,SUPPORT,2015,Summer,Red,['Sight'],['True_damage'],27,21,48,0.5625,0.4375
AD_CARRY,SUPPORT,2015,Summer,Red,['Sight'],['Untargetability'],3,8,11,0.2727272727272727,0.7272727272727273
AD_CARRY,SUPPORT,2015,Summer,Red,['Spell_shield'],['Aura'],10,13,23,0.43478260869565216,0.5652173913043478
AD_CARRY,SUPPORT,2015,Summer,Red,['Spell_shield'],"['Blink', 'Dash']",0,1,1,0.0,1.0
AD_CARRY,SUPPORT,2015,Summer,Red,['Spell_shield'],['Blink'],3,1,4,0.75,0.25
AD_CARRY,SUPPORT,2015,Summer,Red,['Spell_shield'],"['Combat_status', 'Untargetability']",7,0,7,1.0,0.0
AD_CARRY,SUPPORT,2015,Summer,Red,['Spell_shield'],['Combat_status'],15,15,30,0.5,0.5
AD_CARRY,SUPPORT,2015,Summer,Red,['Spell_shield'],"['Dash', 'Debuff']",3,1,4,0.75,0.25
AD_CARRY,SUPPORT,2015,Summer,Red,['Spell_shield'],"['Dash', 'Sight']",25,14,39,0.6410256410256411,0.358974358974359
AD_CARRY,SUPPORT,2015,Summer,Red,['Spell_shield'],['Dash'],68,72,140,0.4857142857142857,0.5142857142857142
AD_CARRY,SUPPORT,2015,Summer,Red,['Spell_shield'],"['Debuff', 'Sight']",18,14,32,0.5625,0.4375
AD_CARRY,SUPPORT,2015,Summer,Red,['Spell_shield'],['Debuff'],21,33,54,0.3888888888888889,0.6111111111111112
AD_CARRY,SUPPORT,2015,Summer,Red,['Spell_shield'],"['Magic_damage', 'Physical_damage', 'Debuff']",2,1,3,0.6666666666666666,0.3333333333333333
AD_CARRY,SUPPORT,2015,Summer,Red,['Spell_shield'],['Magic_damage'],19,20,39,0.48717948717948717,0.5128205128205128
AD_CARRY,SUPPORT,2015,Summer,Red,['Spell_shield'],"['Physical_damage', 'True_damage']",28,30,58,0.4827586206896552,0.5172413793103449
AD_CARRY,SUPPORT,2015,Summer,Red,['Spell_shield'],['Sight'],10,3,13,0.7692307692307693,0.23076923076923078
AD_CARRY,SUPPORT,2015,Summer,Red,['Spell_shield'],['Spell_shield'],2,4,6,0.3333333333333333,0.6666666666666666
AD_CARRY,SUPPORT,2015,Summer,Red,['Spell_shield'],['True_damage'],15,19,34,0.4411764705882353,0.5588235294117647
AD_CARRY,SUPPORT,2015,Summer,Red,['Spell_shield'],['Untargetability'],16,15,31,0.5161290322580645,0.4838709677419355
AD_CARRY,SUPPORT,2015,Summer,Red,"['True_damage', 'Debuff']",['Aura'],4,8,12,0.3333333333333333,0.6666666666666666
AD_CARRY,SUPPORT,2015,Summer,Red,"['True_damage', 'Debuff']","['Blink', 'Dash']",0,1,1,0.0,1.0
AD_CARRY,SUPPORT,2015,Summer,Red,"['True_damage', 'Debuff']","['Combat_status', 'Untargetability']",0,3,3,0.0,1.0
AD_CARRY,SUPPORT,2015,Summer,Red,"['True_damage', 'Debuff']",['Combat_status'],0,1,1,0.0,1.0
AD_CARRY,SUPPORT,2015,Summer,Red,"['True_damage', 'Debuff']","['Dash', 'Sight']",1,9,10,0.1,0.9
AD_CARRY,SUPPORT,2015,Summer,Red,"['True_damage', 'Debuff']",['Dash'],11,26,37,0.2972972972972973,0.7027027027027027
AD_CARRY,SUPPORT,2015,Summer,Red,"['True_damage', 'Debuff']","['Debuff', 'Sight']",1,8,9,0.1111111111111111,0.8888888888888888
AD_CARRY,SUPPORT,2015,Summer,Red,"['True_damage', 'Debuff']",['Debuff'],2,9,11,0.18181818181818182,0.8181818181818182
AD_CARRY,SUPPORT,2015,Summer,Red,"['True_damage', 'Debuff']","['Magic_damage', 'Physical_damage', 'Debuff']",0,1,1,0.0,1.0
AD_CARRY,SUPPORT,2015,Summer,Red,"['True_damage', 'Debuff']",['Magic_damage'],1,6,7,0.14285714285714285,0.8571428571428571
AD_CARRY,SUPPORT,2015,Summer,Red,"['True_damage', 'Debuff']","['Physical_damage', 'True_damage']",8,10,18,0.4444444444444444,0.5555555555555556
AD_CARRY,SUPPORT,2015,Summer,Red,"['True_damage', 'Debuff']",['Sight'],0,5,5,0.0,1.0
AD_CARRY,SUPPORT,2015,Summer,Red,"['True_damage', 'Debuff']",['Spell_shield'],3,0,3,1.0,0.0
AD_CARRY,SUPPORT,2015,Summer,Red,"['True_damage', 'Debuff']",['True_damage'],5,15,20,0.25,0.75
AD_CARRY,SUPPORT,2015,Summer,Red,"['True_damage', 'Debuff']",['Untargetability'],0,1,1,0.0,1.0
AD_CARRY,SUPPORT,2015,Summer,Red,['Untargetability'],['Aura'],1,1,2,0.5,0.5
AD_CARRY,SUPPORT,2015,Summer,Red,['Untargetability'],"['Combat_status', 'Untargetability']",1,0,1,1.0,0.0
AD_CARRY,SUPPORT,2015,Summer,Red,['Untargetability'],['Combat_status'],1,0,1,1.0,0.0
AD_CARRY,SUPPORT,2015,Summer,Red,['Untargetability'],"['Dash', 'Sight']",3,5,8,0.375,0.625
AD_CARRY,SUPPORT,2015,Summer,Red,['Untargetability'],['Dash'],11,12,23,0.4782608695652174,0.5217391304347826
AD_CARRY,SUPPORT,2015,Summer,Red,['Untargetability'],"['Debuff', 'Sight']",2,5,7,0.2857142857142857,0.7142857142857143
AD_CARRY,SUPPORT,2015,Summer,Red,['Untargetability'],['Debuff'],3,4,7,0.42857142857142855,0.5714285714285714
AD_CARRY,SUPPORT,2015,Summer,Red,['Untargetability'],"['Magic_damage', 'Physical_damage', 'Debuff']",1,0,1,1.0,0.0
AD_CARRY,SUPPORT,2015,Summer,Red,['Untargetability'],['Magic_damage'],2,5,7,0.2857142857142857,0.7142857142857143
AD_CARRY,SUPPORT,2015,Summer,Red,['Untargetability'],"['Physical_damage', 'True_damage']",5,3,8,0.625,0.375
AD_CARRY,SUPPORT,2015,Summer,Red,['Untargetability'],['Sight'],2,1,3,0.6666666666666666,0.3333333333333333
AD_CARRY,SUPPORT,2015,Summer,Red,['Untargetability'],['Spell_shield'],0,1,1,0.0,1.0
AD_CARRY,SUPPORT,2015,Summer,Red,['Untargetability'],['True_damage'],2,0,2,1.0,0.0
AD_CARRY,SUPPORT,2015,Summer,Red,['Untargetability'],['Untargetability'],1,0,1,1.0,0.0
AD_CARRY,SUPPORT,2016,Spring,Blue,['Aura'],['Aura'],3,1,4,0.75,0.25
AD_CARRY,SUPPORT,2016,Spring,Blue,['Aura'],"['Combat_status', 'Untargetability']",1,5,6,0.16666666666666666,0.8333333333333334
AD_CARRY,SUPPORT,2016,Spring,Blue,['Aura'],['Combat_status'],9,3,12,0.75,0.25
AD_CARRY,SUPPORT,2016,Spring,Blue,['Aura'],"['Dash', 'Sight']",3,8,11,0.2727272727272727,0.7272727272727273
AD_CARRY,SUPPORT,2016,Spring,Blue,['Aura'],"['Dash', 'Untargetability']",2,0,2,1.0,0.0
AD_CARRY,SUPPORT,2016,Spring,Blue,['Aura'],['Dash'],24,29,53,0.4528301886792453,0.5471698113207547
AD_CARRY,SUPPORT,2016,Spring,Blue,['Aura'],"['Debuff', 'Sight']",2,5,7,0.2857142857142857,0.7142857142857143
AD_CARRY,SUPPORT,2016,Spring,Blue,['Aura'],['Debuff'],34,23,57,0.5964912280701754,0.40350877192982454
AD_CARRY,SUPPORT,2016,Spring,Blue,['Aura'],['Magic_damage'],3,4,7,0.42857142857142855,0.5714285714285714
AD_CARRY,SUPPORT,2016,Spring,Blue,['Aura'],"['Physical_damage', 'True_damage']",7,10,17,0.4117647058823529,0.5882352941176471
AD_CARRY,SUPPORT,2016,Spring,Blue,['Aura'],['Sight'],6,5,11,0.5454545454545454,0.45454545454545453
AD_CARRY,SUPPORT,2016,Spring,Blue,['Aura'],['Spell_shield'],1,1,2,0.5,0.5
AD_CARRY,SUPPORT,2016,Spring,Blue,['Aura'],['True_damage'],15,11,26,0.5769230769230769,0.4230769230769231
AD_CARRY,SUPPORT,2016,Spring,Blue,['Aura'],['Untargetability'],1,0,1,1.0,0.0
AD_CARRY,SUPPORT,2016,Spring,Blue,"['Blink', 'Magic_damage']",['Aura'],8,5,13,0.6153846153846154,0.38461538461538464
AD_CARRY,SUPPORT,2016,Spring,Blue,"['Blink', 'Magic_damage']",['Blink'],1,1,2,0.5,0.5
AD_CARRY,SUPPORT,2016,Spring,Blue,"['Blink', 'Magic_damage']","['Combat_status', 'Untargetability']",7,9,16,0.4375,0.5625
AD_CARRY,SUPPORT,2016,Spring,Blue,"['Blink', 'Magic_damage']",['Combat_status'],10,9,19,0.5263157894736842,0.47368421052631576
AD_CARRY,SUPPORT,2016,Spring,Blue,"['Blink', 'Magic_damage']","['Dash', 'Debuff']",1,1,2,0.5,0.5
AD_CARRY,SUPPORT,2016,Spring,Blue,"['Blink', 'Magic_damage']","['Dash', 'Sight']",12,10,22,0.5454545454545454,0.45454545454545453
AD_CARRY,SUPPORT,2016,Spring,Blue,"['Blink', 'Magic_damage']",['Dash'],40,48,88,0.45454545454545453,0.5454545454545454
AD_CARRY,SUPPORT,2016,Spring,Blue,"['Blink', 'Magic_damage']","['Debuff', 'Sight']",7,1,8,0.875,0.125
AD_CARRY,SUPPORT,2016,Spring,Blue,"['Blink', 'Magic_damage']",['Debuff'],35,40,75,0.4666666666666667,0.5333333333333333
AD_CARRY,SUPPORT,2016,Spring,Blue,"['Blink', 'Magic_damage']","['Magic_damage', 'Physical_damage', 'Debuff']",0,1,1,0.0,1.0
AD_CARRY,SUPPORT,2016,Spring,Blue,"['Blink', 'Magic_damage']",['Magic_damage'],5,1,6,0.8333333333333334,0.16666666666666666
AD_CARRY,SUPPORT,2016,Spring,Blue,"['Blink', 'Magic_damage']","['Physical_damage', 'True_damage']",21,20,41,0.5121951219512195,0.4878048780487805
AD_CARRY,SUPPORT,2016,Spring,Blue,"['Blink', 'Magic_damage']","['Sight', 'Untargetability']",1,4,5,0.2,0.8
AD_CARRY,SUPPORT,2016,Spring,Blue,"['Blink', 'Magic_damage']",['Sight'],10,10,20,0.5,0.5
AD_CARRY,SUPPORT,2016,Spring,Blue,"['Blink', 'Magic_damage']",['Spell_shield'],3,4,7,0.42857142857142855,0.5714285714285714
AD_CARRY,SUPPORT,2016,Spring,Blue,"['Blink', 'Magic_damage']",['True_damage'],15,27,42,0.35714285714285715,0.6428571428571429
AD_CARRY,SUPPORT,2016,Spring,Blue,"['Blink', 'Magic_damage']",['Untargetability'],3,0,3,1.0,0.0
AD_CARRY,SUPPORT,2016,Spring,Blue,"['Dash', 'Debuff', 'Sight']","['Dash', 'Sight']",0,1,1,0.0,1.0
AD_CARRY,SUPPORT,2016,Spring,Blue,"['Dash', 'Debuff', 'Sight']",['Dash'],1,3,4,0.25,0.75
AD_CARRY,SUPPORT,2016,Spring,Blue,"['Dash', 'Debuff', 'Sight']","['Debuff', 'Sight']",0,1,1,0.0,1.0
AD_CARRY,SUPPORT,2016,Spring,Blue,"['Dash', 'Debuff', 'Sight']",['Debuff'],0,2,2,0.0,1.0
AD_CARRY,SUPPORT,2016,Spring,Blue,"['Dash', 'Debuff', 'Sight']",['Magic_damage'],0,1,1,0.0,1.0
AD_CARRY,SUPPORT,2016,Spring,Blue,"['Dash', 'Debuff', 'Sight']","['Physical_damage', 'True_damage']",1,0,1,1.0,0.0
AD_CARRY,SUPPORT,2016,Spring,Blue,"['Dash', 'Debuff', 'Sight']",['True_damage'],0,2,2,0.0,1.0
AD_CARRY,SUPPORT,2016,Spring,Blue,"['Dash', 'Untargetability']",['Aura'],3,6,9,0.3333333333333333,0.6666666666666666
AD_CARRY,SUPPORT,2016,Spring,Blue,"['Dash', 'Untargetability']",['Blink'],1,0,1,1.0,0.0
AD_CARRY,SUPPORT,2016,Spring,Blue,"['Dash', 'Untargetability']","['Combat_status', 'Untargetability']",6,6,12,0.5,0.5
AD_CARRY,SUPPORT,2016,Spring,Blue,"['Dash', 'Untargetability']",['Combat_status'],10,3,13,0.7692307692307693,0.23076923076923078
AD_CARRY,SUPPORT,2016,Spring,Blue,"['Dash', 'Untargetability']","['Dash', 'Sight']",38,29,67,0.5671641791044776,0.43283582089552236
AD_CARRY,SUPPORT,2016,Spring,Blue,"['Dash', 'Untargetability']",['Dash'],92,68,160,0.575,0.425
AD_CARRY,SUPPORT,2016,Spring,Blue,"['Dash', 'Untargetability']","['Debuff', 'Sight']",32,25,57,0.5614035087719298,0.43859649122807015
AD_CARRY,SUPPORT,2016,Spring,Blue,"['Dash', 'Untargetability']",['Debuff'],50,27,77,0.6493506493506493,0.35064935064935066
AD_CARRY,SUPPORT,2016,Spring,Blue,"['Dash', 'Untargetability']","['Magic_damage', 'Physical_damage', 'Debuff']",0,1,1,0.0,1.0
AD_CARRY,SUPPORT,2016,Spring,Blue,"['Dash', 'Untargetability']",['Magic_damage'],33,25,58,0.5689655172413793,0.43103448275862066
AD_CARRY,SUPPORT,2016,Spring,Blue,"['Dash', 'Untargetability']","['Physical_damage', 'True_damage']",29,23,52,0.5576923076923077,0.4423076923076923
AD_CARRY,SUPPORT,2016,Spring,Blue,"['Dash', 'Untargetability']","['Sight', 'Untargetability']",3,2,5,0.6,0.4
AD_CARRY,SUPPORT,2016,Spring,Blue,"['Dash', 'Untargetability']",['Sight'],8,8,16,0.5,0.5
AD_CARRY,SUPPORT,2016,Spring,Blue,"['Dash', 'Untargetability']",['Spell_shield'],12,6,18,0.6666666666666666,0.3333333333333333
AD_CARRY,SUPPORT,2016,Spring,Blue,"['Dash', 'Untargetability']","['True_damage', 'Debuff']",0,2,2,0.0,1.0
AD_CARRY,SUPPORT,2016,Spring,Blue,"['Dash', 'Untargetability']",['True_damage'],29,24,53,0.5471698113207547,0.4528301886792453
AD_CARRY,SUPPORT,2016,Spring,Blue,"['Dash', 'Untargetability']",['Untargetability'],4,1,5,0.8,0.2
AD_CARRY,SUPPORT,2016,Spring,Blue,['Dash'],['Aura'],19,19,38,0.5,0.5
AD_CARRY,SUPPORT,2016,Spring,Blue,['Dash'],"['Blink', 'Untargetability']",0,1,1,0.0,1.0
AD_CARRY,SUPPORT,2016,Spring,Blue,['Dash'],['Blink'],2,2,4,0.5,0.5
AD_CARRY,SUPPORT,2016,Spring,Blue,['Dash'],"['Combat_status', 'Untargetability']",38,21,59,0.6440677966101694,0.3559322033898305
AD_CARRY,SUPPORT,2016,Spring,Blue,['Dash'],['Combat_status'],35,28,63,0.5555555555555556,0.4444444444444444
AD_CARRY,SUPPORT,2016,Spring,Blue,['Dash'],"['Dash', 'Debuff']",1,1,2,0.5,0.5
AD_CARRY,SUPPORT,2016,Spring,Blue,['Dash'],"['Dash', 'Sight']",93,63,156,0.5961538461538461,0.40384615384615385
AD_CARRY,SUPPORT,2016,Spring,Blue,['Dash'],['Dash'],250,227,477,0.5241090146750524,0.4758909853249476
AD_CARRY,SUPPORT,2016,Spring,Blue,['Dash'],"['Debuff', 'Sight']",59,44,103,0.5728155339805825,0.42718446601941745
AD_CARRY,SUPPORT,2016,Spring,Blue,['Dash'],['Debuff'],163,153,316,0.5158227848101266,0.48417721518987344
AD_CARRY,SUPPORT,2016,Spring,Blue,['Dash'],"['Magic_damage', 'Physical_damage', 'Debuff']",1,1,2,0.5,0.5
AD_CARRY,SUPPORT,2016,Spring,Blue,['Dash'],['Magic_damage'],56,44,100,0.56,0.44
AD_CARRY,SUPPORT,2016,Spring,Blue,['Dash'],"['Physical_damage', 'True_damage']",91,76,167,0.5449101796407185,0.4550898203592814
AD_CARRY,SUPPORT,2016,Spring,Blue,['Dash'],['Physical_damage'],1,0,1,1.0,0.0
AD_CARRY,SUPPORT,2016,Spring,Blue,['Dash'],"['Sight', 'Untargetability']",11,10,21,0.5238095238095238,0.47619047619047616
AD_CARRY,SUPPORT,2016,Spring,Blue,['Dash'],['Sight'],47,29,76,0.618421052631579,0.3815789473684211
AD_CARRY,SUPPORT,2016,Spring,Blue,['Dash'],['Spell_shield'],32,13,45,0.7111111111111111,0.28888888888888886
AD_CARRY,SUPPORT,2016,Spring,Blue,['Dash'],"['True_damage', 'Debuff']",0,2,2,0.0,1.0
AD_CARRY,SUPPORT,2016,Spring,Blue,['Dash'],"['True_damage', 'Sight', 'Untargetability']",1,0,1,1.0,0.0
AD_CARRY,SUPPORT,2016,Spring,Blue,['Dash'],['True_damage'],105,109,214,0.49065420560747663,0.5093457943925234
AD_CARRY,SUPPORT,2016,Spring,Blue,['Dash'],['Untargetability'],10,8,18,0.5555555555555556,0.4444444444444444
AD_CARRY,SUPPORT,2016,Spring,Blue,"['Debuff', 'Sight']",['Aura'],10,16,26,0.38461538461538464,0.6153846153846154
AD_CARRY,SUPPORT,2016,Spring,Blue,"['Debuff', 'Sight']",['Blink'],1,2,3,0.3333333333333333,0.6666666666666666
AD_CARRY,SUPPORT,2016,Spring,Blue,"['Debuff', 'Sight']","['Combat_status', 'Untargetability']",27,14,41,0.6585365853658537,0.34146341463414637
AD_CARRY,SUPPORT,2016,Spring,Blue,"['Debuff', 'Sight']",['Combat_status'],27,16,43,0.627906976744186,0.37209302325581395
AD_CARRY,SUPPORT,2016,Spring,Blue,"['Debuff', 'Sight']","['Dash', 'Debuff']",0,1,1,0.0,1.0
AD_CARRY,SUPPORT,2016,Spring,Blue,"['Debuff', 'Sight']","['Dash', 'Sight']",73,50,123,0.5934959349593496,0.4065040650406504
AD_CARRY,SUPPORT,2016,Spring,Blue,"['Debuff', 'Sight']",['Dash'],186,170,356,0.5224719101123596,0.47752808988764045
AD_CARRY,SUPPORT,2016,Spring,Blue,"['Debuff', 'Sight']","['Debuff', 'Sight']",48,38,86,0.5581395348837209,0.4418604651162791
AD_CARRY,SUPPORT,2016,Spring,Blue,"['Debuff', 'Sight']",['Debuff'],129,105,234,0.5512820512820513,0.44871794871794873
AD_CARRY,SUPPORT,2016,Spring,Blue,"['Debuff', 'Sight']","['Magic_damage', 'Physical_damage', 'Debuff']",1,1,2,0.5,0.5
AD_CARRY,SUPPORT,2016,Spring,Blue,"['Debuff', 'Sight']",['Magic_damage'],47,38,85,0.5529411764705883,0.4470588235294118
AD_CARRY,SUPPORT,2016,Spring,Blue,"['Debuff', 'Sight']","['Physical_damage', 'True_damage']",58,55,113,0.5132743362831859,0.48672566371681414
AD_CARRY,SUPPORT,2016,Spring,Blue,"['Debuff', 'Sight']",['Physical_damage'],1,0,1,1.0,0.0
AD_CARRY,SUPPORT,2016,Spring,Blue,"['Debuff', 'Sight']","['Sight', 'Untargetability']",7,7,14,0.5,0.5
AD_CARRY,SUPPORT,2016,Spring,Blue,"['Debuff', 'Sight']",['Sight'],35,21,56,0.625,0.375
AD_CARRY,SUPPORT,2016,Spring,Blue,"['Debuff', 'Sight']",['Spell_shield'],22,11,33,0.6666666666666666,0.3333333333333333
AD_CARRY,SUPPORT,2016,Spring,Blue,"['Debuff', 'Sight']","['True_damage', 'Debuff']",0,2,2,0.0,1.0
AD_CARRY,SUPPORT,2016,Spring,Blue,"['Debuff', 'Sight']",['True_damage'],78,81,159,0.49056603773584906,0.5094339622641509
AD_CARRY,SUPPORT,2016,Spring,Blue,"['Debuff', 'Sight']",['Untargetability'],9,7,16,0.5625,0.4375
AD_CARRY,SUPPORT,2016,Spring,Blue,['Debuff'],['Aura'],10,16,26,0.38461538461538464,0.6153846153846154
AD_CARRY,SUPPORT,2016,Spring,Blue,['Debuff'],['Blink'],1,2,3,0.3333333333333333,0.6666666666666666
AD_CARRY,SUPPORT,2016,Spring,Blue,['Debuff'],"['Combat_status', 'Untargetability']",27,14,41,0.6585365853658537,0.34146341463414637
AD_CARRY,SUPPORT,2016,Spring,Blue,['Debuff'],['Combat_status'],27,16,43,0.627906976744186,0.37209302325581395
