,time,quantidade_vitorias,champ1,champ2,ano,season,champComp
686,BLUE,25,Shen,Syndra,2017,Summer,Shen/Syndra
687,BLUE,25,Fiora,Lucian,2016,Spring,Fiora/Lucian
688,BLUE,25,Galio,Varus,2017,Summer,Galio/Varus
689,BLUE,25,JarvanIV,Kalista,2017,Summer,JarvanIV/Kalista
690,BLUE,25,Lissandra,Kalista,2015,Spring,Lissandra/Kalista
691,BLUE,25,Maokai,Caitlyn,2016,Summer,Maokai/Caitlyn
692,BLUE,25,Maokai,Tristana,2017,Summer,Maokai/Tristana
693,BLUE,25,Taliyah,Jhin,2016,Summer,Taliyah/Jhin
694,BLUE,25,Trundle,Jhin,2016,Spring,Trundle/Jhin
695,BLUE,25,Trundle,Lucian,2016,Spring,Trundle/Lucian
696,BLUE,25,Trundle,Sivir,2016,Summer,Trundle/Sivir
697,BLUE,25,JarvanIV,Rakan,2017,Summer,JarvanIV/Rakan
698,BLUE,25,Nautilus,Thresh,2016,Spring,Nautilus/Thresh
699,BLUE,25,Corki,RekSai,2016,Spring,Corki/RekSai
700,BLUE,25,Ahri,Kalista,2015,Spring,Ahri/Kalista
701,BLUE,25,Azir,Kalista,2015,Summer,Azir/Kalista
702,BLUE,25,Khazix,Caitlyn,2017,Spring,Khazix/Caitlyn
703,BLUE,25,LeeSin,Jhin,2016,Spring,LeeSin/Jhin
704,BLUE,25,Elise,Lulu,2017,Spring,Elise/Lulu
705,BLUE,25,Graves,Zyra,2017,Spring,Graves/Zyra
706,BLUE,25,LeeSin,Lulu,2015,Spring,LeeSin/Lulu
707,BLUE,25,RekSai,Nami,2015,Spring,RekSai/Nami
708,BLUE,25,Rengar,Zyra,2017,Spring,Rengar/Zyra
709,BLUE,25,Caitlyn,Bard,2016,Spring,Caitlyn/Bard
710,BLUE,25,KogMaw,Braum,2017,Summer,KogMaw/Braum
736,BLUE,24,Fizz,RekSai,2015,Spring,Fizz/RekSai
737,BLUE,24,Poppy,Nidalee,2016,Spring,Poppy/Nidalee
738,BLUE,24,Poppy,RekSai,2016,Spring,Poppy/RekSai
739,BLUE,24,Renekton,Gragas,2017,Spring,Renekton/Gragas
740,BLUE,24,Camille,Orianna,2017,Spring,Camille/Orianna
741,BLUE,24,Gnar,Orianna,2015,Summer,Gnar/Orianna
742,BLUE,24,Rumble,Caitlyn,2015,Spring,Rumble/Caitlyn
743,BLUE,24,Vladimir,Jhin,2016,Summer,Vladimir/Jhin
744,BLUE,24,Jayce,Karma,2017,Spring,Jayce/Karma
745,BLUE,24,Poppy,Thresh,2017,Spring,Poppy/Thresh
746,BLUE,24,Rumble,TahmKench,2017,Spring,Rumble/TahmKench
747,BLUE,24,Shen,Bard,2016,Summer,Shen/Bard
748,BLUE,24,Trundle,Bard,2016,Spring,Trundle/Bard
749,BLUE,24,Ahri,RekSai,2015,Spring,Ahri/RekSai
750,BLUE,24,Orianna,RekSai,2016,Spring,Orianna/RekSai
751,BLUE,24,Syndra,Rengar,2017,Spring,Syndra/Rengar
752,BLUE,24,Varus,Gragas,2015,Summer,Varus/Gragas
753,BLUE,24,Cassiopeia,Jhin,2016,Summer,Cassiopeia/Jhin
754,BLUE,24,Orianna,Jhin,2017,Spring,Orianna/Jhin
755,BLUE,24,Corki,Alistar,2016,Spring,Corki/Alistar
756,BLUE,24,Leblanc,Braum,2016,Spring,Leblanc/Braum
757,BLUE,24,Orianna,Zyra,2017,Spring,Orianna/Zyra
758,BLUE,24,Syndra,TahmKench,2017,Summer,Syndra/TahmKench
759,BLUE,24,LeeSin,Lucian,2016,Spring,LeeSin/Lucian
760,BLUE,24,Nidalee,Caitlyn,2015,Spring,Nidalee/Caitlyn
761,BLUE,24,Gragas,Nautilus,2015,Summer,Gragas/Nautilus
762,BLUE,24,Graves,Lulu,2017,Spring,Graves/Lulu
763,BLUE,24,Ezreal,Nami,2016,Summer,Ezreal/Nami
764,BLUE,24,Sivir,Nami,2015,Spring,Sivir/Nami
796,BLUE,23,JarvanIV,Gragas,2017,Summer,JarvanIV/Gragas
797,BLUE,23,Nautilus,LeeSin,2016,Spring,Nautilus/LeeSin
798,BLUE,23,Nautilus,Rengar,2017,Spring,Nautilus/Rengar
799,BLUE,23,Rumble,JarvanIV,2015,Summer,Rumble/JarvanIV
800,BLUE,23,Shen,LeeSin,2017,Spring,Shen/LeeSin
801,BLUE,23,Trundle,Nidalee,2016,Spring,Trundle/Nidalee
802,BLUE,23,Gnar,Vladimir,2015,Summer,Gnar/Vladimir
803,BLUE,23,Maokai,Leblanc,2015,Spring,Maokai/Leblanc
804,BLUE,23,Maokai,Malzahar,2017,Spring,Maokai/Malzahar
805,BLUE,23,Nautilus,Orianna,2017,Spring,Nautilus/Orianna
806,BLUE,23,Rumble,Zed,2015,Spring,Rumble/Zed
807,BLUE,23,Shen,Ezreal,2015,Summer,Shen/Ezreal
808,BLUE,23,Trundle,Viktor,2016,Summer,Trundle/Viktor
809,BLUE,23,Camille,Varus,2017,Spring,Camille/Varus
810,BLUE,23,Camille,Karma,2017,Spring,Camille/Karma
811,BLUE,23,Nautilus,Zyra,2017,Spring,Nautilus/Zyra
812,BLUE,23,Nidalee,Thresh,2015,Spring,Nidalee/Thresh
813,BLUE,23,Azir,Kindred,2016,Summer,Azir/Kindred
814,BLUE,23,Azir,Nidalee,2015,Summer,Azir/Nidalee
815,BLUE,23,Corki,Khazix,2017,Spring,Corki/Khazix
816,BLUE,23,Orianna,Graves,2017,Spring,Orianna/Graves
817,BLUE,23,Taliyah,Gragas,2016,Summer,Taliyah/Gragas
818,BLUE,23,Cassiopeia,Ashe,2016,Summer,Cassiopeia/Ashe
819,BLUE,23,Taliyah,Kalista,2017,Summer,Taliyah/Kalista
820,BLUE,23,Taliyah,Xayah,2017,Summer,Taliyah/Xayah
821,BLUE,23,Cassiopeia,Braum,2016,Summer,Cassiopeia/Braum
822,BLUE,23,Syndra,Lulu,2017,Spring,Syndra/Lulu
823,BLUE,23,Elise,Corki,2016,Spring,Elise/Corki
824,BLUE,23,Graves,Sivir,2017,Summer,Graves/Sivir
825,BLUE,23,JarvanIV,Corki,2015,Spring,JarvanIV/Corki
826,BLUE,23,LeeSin,Ezreal,2017,Spring,LeeSin/Ezreal
827,BLUE,23,Sejuani,Kalista,2015,Spring,Sejuani/Kalista
828,BLUE,23,Elise,Morgana,2016,Summer,Elise/Morgana
829,BLUE,23,Elise,Zyra,2016,Summer,Elise/Zyra
830,BLUE,23,Kindred,Alistar,2016,Spring,Kindred/Alistar
831,BLUE,23,RekSai,TahmKench,2016,Summer,RekSai/TahmKench
832,BLUE,23,Sejuani,Thresh,2015,Spring,Sejuani/Thresh
833,BLUE,23,Sivir,Bard,2015,Summer,Sivir/Bard
834,BLUE,23,Tristana,Janna,2015,Spring,Tristana/Janna
861,BLUE,22,Gnar,Sejuani,2017,Summer,Gnar/Sejuani
862,BLUE,22,Ryze,Elise,2016,Summer,Ryze/Elise
863,BLUE,22,Poppy,Corki,2016,Spring,Poppy/Corki
864,BLUE,22,Shen,Cassiopeia,2016,Summer,Shen/Cassiopeia
865,BLUE,22,Shen,Corki,2017,Spring,Shen/Corki
866,BLUE,22,Camille,Ezreal,2017,Spring,Camille/Ezreal
867,BLUE,22,Ekko,Sivir,2016,Summer,Ekko/Sivir
868,BLUE,22,JarvanIV,Varus,2017,Summer,JarvanIV/Varus
869,BLUE,22,Renekton,Ashe,2017,Spring,Renekton/Ashe
870,BLUE,22,Shen,Kalista,2015,Summer,Shen/Kalista
871,BLUE,22,Camille,Lulu,2017,Spring,Camille/Lulu
872,BLUE,22,Ekko,Braum,2016,Summer,Ekko/Braum
873,BLUE,22,Gangplank,Alistar,2016,Spring,Gangplank/Alistar
874,BLUE,22,Gnar,Janna,2015,Spring,Gnar/Janna
875,BLUE,22,Taliyah,Karma,2016,Summer,Taliyah/Karma
876,BLUE,22,Ahri,LeeSin,2015,Summer,Ahri/LeeSin
877,BLUE,22,Taliyah,Khazix,2017,Spring,Taliyah/Khazix
878,BLUE,22,Viktor,LeeSin,2015,Summer,Viktor/LeeSin
879,BLUE,22,Vladimir,Elise,2016,Summer,Vladimir/Elise
880,BLUE,22,Cassiopeia,Caitlyn,2016,Summer,Cassiopeia/Caitlyn
881,BLUE,22,Cassiopeia,Sivir,2015,Summer,Cassiopeia/Sivir
882,BLUE,22,Corki,Lucian,2015,Spring,Corki/Lucian
883,BLUE,22,Ryze,Jhin,2017,Spring,Ryze/Jhin
884,BLUE,22,Taliyah,Varus,2017,Summer,Taliyah/Varus
885,BLUE,22,Vladimir,Lucian,2016,Summer,Vladimir/Lucian
886,BLUE,22,Lissandra,Alistar,2016,Spring,Lissandra/Alistar
887,BLUE,22,Lulu,Alistar,2016,Spring,Lulu/Alistar
888,BLUE,22,Viktor,Karma,2016,Summer,Viktor/Karma
889,BLUE,22,Nidalee,Ashe,2016,Summer,Nidalee/Ashe
890,BLUE,22,Nidalee,Jhin,2016,Summer,Nidalee/Jhin
891,BLUE,22,Nidalee,Kalista,2015,Summer,Nidalee/Kalista
892,BLUE,22,RekSai,Varus,2017,Spring,RekSai/Varus
893,BLUE,22,Sejuani,Tristana,2015,Spring,Sejuani/Tristana
894,BLUE,22,Nidalee,Bard,2016,Spring,Nidalee/Bard
895,BLUE,22,Ashe,Malzahar,2017,Spring,Ashe/Malzahar
896,BLUE,22,Lucian,Karma,2016,Summer,Lucian/Karma
897,BLUE,22,Lucian,Nami,2016,Summer,Lucian/Nami
898,BLUE,22,Varus,TahmKench,2017,Spring,Varus/TahmKench
899,BLUE,22,Xayah,Thresh,2017,Summer,Xayah/Thresh
926,BLUE,21,Gangplank,Elise,2017,Spring,Gangplank/Elise
927,BLUE,21,Gragas,Khazix,2016,Summer,Gragas/Khazix
928,BLUE,21,Irelia,Gragas,2016,Summer,Irelia/Gragas
929,BLUE,21,Kled,Elise,2017,Spring,Kled/Elise
930,BLUE,21,Renekton,LeeSin,2015,Spring,Renekton/LeeSin
931,BLUE,21,Rumble,Elise,2016,Summer,Rumble/Elise
932,BLUE,21,Poppy,Viktor,2016,Spring,Poppy/Viktor
933,BLUE,21,Renekton,Orianna,2017,Spring,Renekton/Orianna
934,BLUE,21,Shen,Vladimir,2015,Summer,Shen/Vladimir
935,BLUE,21,Trundle,Azir,2016,Summer,Trundle/Azir
936,BLUE,21,Camille,Caitlyn,2017,Spring,Camille/Caitlyn
937,BLUE,21,Camille,Jhin,2017,Spring,Camille/Jhin
938,BLUE,21,Fiora,Kalista,2016,Spring,Fiora/Kalista
939,BLUE,21,Gangplank,Jhin,2016,Summer,Gangplank/Jhin
940,BLUE,21,Gnar,KogMaw,2015,Spring,Gnar/KogMaw
941,BLUE,21,Hecarim,Sivir,2015,Summer,Hecarim/Sivir
942,BLUE,21,Poppy,Sivir,2017,Summer,Poppy/Sivir
943,BLUE,21,Ryze,Caitlyn,2016,Summer,Ryze/Caitlyn
944,BLUE,21,Fiora,Thresh,2016,Summer,Fiora/Thresh
945,BLUE,21,Irelia,Braum,2016,Summer,Irelia/Braum
946,BLUE,21,Orianna,JarvanIV,2017,Summer,Orianna/JarvanIV
947,BLUE,21,Ahri,Lucian,2016,Spring,Ahri/Lucian
948,BLUE,21,Corki,Tristana,2017,Summer,Corki/Tristana
949,BLUE,21,Leblanc,Ashe,2016,Summer,Leblanc/Ashe
950,BLUE,21,Lissandra,Lucian,2015,Spring,Lissandra/Lucian
951,BLUE,21,Syndra,Tristana,2017,Summer,Syndra/Tristana
952,BLUE,21,Viktor,Caitlyn,2016,Summer,Viktor/Caitlyn
953,BLUE,21,Cassiopeia,Alistar,2016,Summer,Cassiopeia/Alistar
954,BLUE,21,Leblanc,Alistar,2015,Summer,Leblanc/Alistar
955,BLUE,21,Lulu,Braum,2016,Spring,Lulu/Braum
956,BLUE,21,Orianna,Janna,2015,Summer,Orianna/Janna
957,BLUE,21,Syndra,Zyra,2017,Spring,Syndra/Zyra
958,BLUE,21,Zed,Thresh,2015,Spring,Zed/Thresh
959,BLUE,21,Khazix,Ezreal,2017,Spring,Khazix/Ezreal
960,BLUE,21,RekSai,Tristana,2017,Summer,RekSai/Tristana
961,BLUE,21,Elise,Nami,2017,Spring,Elise/Nami
962,BLUE,21,Elise,Trundle,2016,Spring,Elise/Trundle
963,BLUE,21,LeeSin,Nami,2015,Spring,LeeSin/Nami
964,BLUE,21,RekSai,Trundle,2016,Summer,RekSai/Trundle
965,BLUE,21,Rengar,Nami,2017,Spring,Rengar/Nami
966,BLUE,21,Rengar,TahmKench,2017,Spring,Rengar/TahmKench
967,BLUE,21,Sejuani,Alistar,2015,Summer,Sejuani/Alistar
968,BLUE,21,Sejuani,Janna,2015,Spring,Sejuani/Janna
969,BLUE,21,Caitlyn,Zyra,2016,Summer,Caitlyn/Zyra
